Vía de acceso;Comunidad autónoma de destino;Motivo del viaje;Tipo de alojamiento;Forma de organización del viaje;Duración del viaje;País de residencia;Periodo;Total
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M09;
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M05;
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M04;
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2020M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2019M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2018M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2017M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M10;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M09;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M08;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M07;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M06;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M05;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M04;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M03;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M02;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2016M01;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2015M12;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2015M11;.
Total de vías de acceso;08 Castilla - La Mancha;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2015M10;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2026M01;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M12;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M11;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M10;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M09;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M08;22.783
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M07;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M06;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M05;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M04;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;16.679
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M12;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M11;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M10;12.590
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M09;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M08;20.189
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M07;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M06;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M05;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M04;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M03;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M02;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2023M01;12.550
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M12;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M11;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M10;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M09;23.032
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M08;13.930
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M07;15.666
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M06;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M05;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M04;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M03;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M02;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2022M01;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M12;.
Total de vías de acceso;08 Castilla - La Mancha;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2021M11;.
