Destino principal;Concepto turístico;Alojamiento principal: Nivel 1;Alojamiento principal: Nivel 2;Motivo principal;Transporte principal;Forma de organización del viaje;Duración del viaje;Comunidad autónoma de residencia;Periodo;Total
15 Navarra, Comunidad Foral de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;447.767
15 Navarra, Comunidad Foral de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;388.607
15 Navarra, Comunidad Foral de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;402.225
15 Navarra, Comunidad Foral de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;360.349
15 Navarra, Comunidad Foral de;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;428.939
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;138.397
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;100.585
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;66.787
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;64.772
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;""
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;81.131
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;129.905
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;143.260
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;80.737
15 Navarra, Comunidad Foral de;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;26.848
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;102.689
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;""
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;""
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;97.189
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;48.433
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;96.871
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;""
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;""
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;""
15 Navarra, Comunidad Foral de;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;""
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;131.813
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;118.551
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2022;116.618
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2021;92.202
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2020;100.375
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2019;122.650
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2018;186.223
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2017;183.772
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2016;141.168
15 Navarra, Comunidad Foral de;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2015;148.611
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2024;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2023;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2022;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2021;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2020;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2019;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2018;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2017;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2016;""
15 Navarra, Comunidad Foral de;Viajes;Albergue;;Total;Total;Total;Total;Total;2015;""
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;""
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;""
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;51.258
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;""
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;""
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;61.998
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;77.645
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;89.415
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;92.584
15 Navarra, Comunidad Foral de;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;46.029
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;1.510.944
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;1.447.316
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;1.385.581
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;1.361.761
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;1.247.112
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;2.075.813
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;1.802.873
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2017;2.002.819
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2016;1.850.788
15 Navarra, Comunidad Foral de;Viajes;No de mercado;;Total;Total;Total;Total;Total;2015;1.744.082
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2024;465.689
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2023;406.036
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2022;357.104
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2021;381.035
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2020;402.824
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;914.698
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;566.985
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;796.493
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;691.306
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;585.542
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;981.813
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;933.904
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;966.174
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;943.473
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;798.430
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;1.109.549
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;1.219.448
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;1.174.134
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;1.113.905
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;1.107.752
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;""
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;107.376
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;62.303
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;""
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;""
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;51.565
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;""
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;""
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;""
15 Navarra, Comunidad Foral de;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;50.789
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;1.989.131
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;1.724.138
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;1.920.979
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;1.426.527
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;942.694
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;1.867.823
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;1.892.976
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;1.790.705
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;1.736.907
16 País Vasco;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;1.747.814
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;1.292.839
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;1.169.593
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;1.296.009
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;956.027
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;548.560
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;1.177.410
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;1.267.498
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;1.112.901
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;1.050.428
16 País Vasco;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;1.225.400
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;303.605
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;272.719
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;354.439
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;168.620
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;203.065
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;250.773
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;231.080
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;224.913
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;254.359
16 País Vasco;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;130.445
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;""
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;""
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;""
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;128.598
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;""
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;97.736
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;120.305
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;""
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;""
16 País Vasco;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;48.240
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;83.746
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;109.266
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2022;124.813
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2021;88.251
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2020;""
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2019;130.555
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2018;151.149
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2017;163.547
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2016;134.097
16 País Vasco;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2015;115.512
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2024;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2023;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2022;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2021;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2020;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2019;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2018;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2017;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2016;""
16 País Vasco;Viajes;Albergue;;Total;Total;Total;Total;Total;2015;""
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;211.447
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;41.890
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;58.907
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;48.233
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;71.431
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;168.859
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;99.475
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;189.234
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;169.635
16 País Vasco;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;191.522
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;2.161.689
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;2.185.434
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;1.909.934
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;1.707.390
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;1.747.586
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;3.059.556
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;2.873.074
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2017;2.860.425
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2016;3.119.045
16 País Vasco;Viajes;No de mercado;;Total;Total;Total;Total;Total;2015;2.416.936
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2024;357.715
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2023;366.247
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2022;325.609
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2021;377.104
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2020;251.207
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2019;591.022
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2018;449.236
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2017;609.173
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2016;681.348
16 País Vasco;Viajes;No de mercado;Vivienda en propiedad;Total;Total;Total;Total;Total;2015;454.660
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2024;1.682.739
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2023;1.716.953
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2022;1.492.677
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2021;1.269.631
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2020;1.447.066
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2019;2.353.126
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2018;2.301.733
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2017;2.141.088
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2016;2.376.090
16 País Vasco;Viajes;No de mercado;Vivienda de familiares o amigos;Total;Total;Total;Total;Total;2015;1.903.593
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2024;121.235
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2023;102.234
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2022;91.648
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2021;""
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2020;""
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2019;115.407
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2018;122.105
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2017;110.164
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2016;61.607
16 País Vasco;Viajes;No de mercado;Resto de no mercado;Total;Total;Total;Total;Total;2015;58.683
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2024;534.337
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2023;497.255
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2022;413.063
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2021;386.493
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2020;237.719
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2019;487.608
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2018;471.358
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2017;448.188
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2016;372.953
17 Rioja, La;Viajes;De mercado;;Total;Total;Total;Total;Total;2015;406.645
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2024;290.834
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2023;276.251
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2022;273.086
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2021;213.286
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2020;109.618
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2019;311.468
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2018;257.240
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2017;261.929
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2016;211.865
17 Rioja, La;Viajes;De mercado;Hotelero;Total;Total;Total;Total;Total;2015;265.184
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2024;128.264
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2023;96.679
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2022;""
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2021;83.289
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2020;""
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2019;108.734
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2018;""
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2017;62.227
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2016;""
17 Rioja, La;Viajes;De mercado;Vivienda en alquiler;Total;Total;Total;Total;Total;2015;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2024;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2023;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2022;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2021;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2020;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2019;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2018;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2017;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2016;""
17 Rioja, La;Viajes;De mercado;Camping;Total;Total;Total;Total;Total;2015;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2024;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2023;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2022;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2021;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2020;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2019;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2018;67.811
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2017;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2016;""
17 Rioja, La;Viajes;De mercado;Casa rural;Total;Total;Total;Total;Total;2015;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2024;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2023;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2022;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2021;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2020;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2019;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2018;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2017;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2016;""
17 Rioja, La;Viajes;Albergue;;Total;Total;Total;Total;Total;2015;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2024;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2023;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2022;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2021;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2020;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2019;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2018;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2017;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2016;""
17 Rioja, La;Viajes;Resto de mercado;;Total;Total;Total;Total;Total;2015;""
17 Rioja, La;Viajes;No de mercado;;Total;Total;Total;Total;Total;2024;1.233.491
17 Rioja, La;Viajes;No de mercado;;Total;Total;Total;Total;Total;2023;1.165.674
17 Rioja, La;Viajes;No de mercado;;Total;Total;Total;Total;Total;2022;1.294.712
17 Rioja, La;Viajes;No de mercado;;Total;Total;Total;Total;Total;2021;938.155
17 Rioja, La;Viajes;No de mercado;;Total;Total;Total;Total;Total;2020;647.202
17 Rioja, La;Viajes;No de mercado;;Total;Total;Total;Total;Total;2019;1.145.495
17 Rioja, La;Viajes;No de mercado;;Total;Total;Total;Total;Total;2018;1.173.586
