Destino;Concepto turístico;Tipo de dato;Periodo;Total
14 Murcia, Región de;Gasto total;Valor absoluto;2022T2;206.248,24
14 Murcia, Región de;Gasto total;Valor absoluto;2022T1;86.705,48
14 Murcia, Región de;Gasto total;Valor absoluto;2021T4;100.561,91
14 Murcia, Región de;Gasto total;Valor absoluto;2021T3;319.594,64
14 Murcia, Región de;Gasto total;Valor absoluto;2021T2;92.532,62
14 Murcia, Región de;Gasto total;Valor absoluto;2021T1;35.687,43
14 Murcia, Región de;Gasto total;Valor absoluto;2020T4;38.205,35
14 Murcia, Región de;Gasto total;Valor absoluto;2020T3;191.037,20
14 Murcia, Región de;Gasto total;Valor absoluto;2020T2;36.852,57
14 Murcia, Región de;Gasto total;Valor absoluto;2020T1;72.578,31
14 Murcia, Región de;Gasto total;Valor absoluto;2019T4;106.113,70
14 Murcia, Región de;Gasto total;Valor absoluto;2019T3;269.640,51
14 Murcia, Región de;Gasto total;Valor absoluto;2019T2;169.190,73
14 Murcia, Región de;Gasto total;Valor absoluto;2019T1;92.066,30
14 Murcia, Región de;Gasto total;Valor absoluto;2018T4;110.502,45
14 Murcia, Región de;Gasto total;Valor absoluto;2018T3;294.913,57
14 Murcia, Región de;Gasto total;Valor absoluto;2018T2;161.925,12
14 Murcia, Región de;Gasto total;Valor absoluto;2018T1;95.085,08
14 Murcia, Región de;Gasto total;Valor absoluto;2017T4;125.390,05
14 Murcia, Región de;Gasto total;Valor absoluto;2017T3;345.776,81
14 Murcia, Región de;Gasto total;Valor absoluto;2017T2;121.930,98
14 Murcia, Región de;Gasto total;Valor absoluto;2017T1;60.076,62
14 Murcia, Región de;Gasto total;Valor absoluto;2016T4;76.520,25
14 Murcia, Región de;Gasto total;Valor absoluto;2016T3;291.034,50
14 Murcia, Región de;Gasto total;Valor absoluto;2016T2;101.041,80
14 Murcia, Región de;Gasto total;Valor absoluto;2016T1;82.717,04
14 Murcia, Región de;Gasto total;Valor absoluto;2015T4;56.017,30
14 Murcia, Región de;Gasto total;Valor absoluto;2015T3;297.898,58
14 Murcia, Región de;Gasto total;Valor absoluto;2015T2;120.382,53
14 Murcia, Región de;Gasto total;Valor absoluto;2015T1;51.673,11
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2025T3;282,14
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2025T2;196,54
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2025T1;188,58
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2024T4;179,02
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2024T3;269,14
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2024T2;195,93
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2024T1;158,93
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2023T4;144,76
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2023T3;263,74
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2023T2;179,93
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2023T1;181,33
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2022T4;165,58
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2022T3;254,15
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2022T2;191,74
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2022T1;150,39
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2021T4;211,83
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2021T3;270,33
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2021T2;113
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2021T1;132,75
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2020T4;187,66
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2020T3;172,36
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2020T2;144,54
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2020T1;160,23
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2019T4;174,53
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2019T3;210,2
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2019T2;166,32
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2019T1;144,84
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2018T4;148,81
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2018T3;181,03
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2018T2;158,99
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2018T1;134,6
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2017T4;162,5
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2017T3;191,01
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2017T2;121,11
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2017T1;102,02
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2016T4;121,97
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2016T3;188,22
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2016T2;115,63
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2016T1;115,49
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2015T4;94,31
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2015T3;219,81
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2015T2;140,33
14 Murcia, Región de;Gasto medio por persona;Valor absoluto;2015T1;114,76
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2025T3;767.670
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2025T2;555.550
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2025T1;428.362
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2024T4;690.592
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2024T3;774.098
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2024T2;552.198
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2024T1;467.837
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2023T4;670.120
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2023T3;580.512
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2023T2;500.109
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2023T1;476.292
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2022T4;585.587
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2022T3;518.537
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2022T2;490.350
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2022T1;453.423
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2021T4;466.719
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2021T3;708.161
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2021T2;477.768
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2021T1;277.311
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2020T4;422.130
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2020T3;699.161
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2020T2;214.003
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2020T1;375.316
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2019T4;754.418
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2019T3;810.887
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2019T2;711.642
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2019T1;636.549
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2018T4;616.854
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2018T3;744.072
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2018T2;646.062
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2018T1;686.565
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2017T4;644.252
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2017T3;877.320
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2017T2;675.707
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2017T1;729.936
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2016T4;625.675
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2016T3;762.310
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2016T2;546.746
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2016T1;651.483
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2015T4;650.655
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2015T3;611.782
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2015T2;614.250
15 Navarra, Comunidad Foral de;Viajes;Valor absoluto;2015T1;612.728
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2025T3;4
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2025T2;3,06
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2025T1;2,59
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2024T4;2,27
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2024T3;4,29
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2024T2;2,56
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2024T1;3,14
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2023T4;2,55
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2023T3;4
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2023T2;2,96
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2023T1;2,7
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2022T4;2,8
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2022T3;4,59
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2022T2;2,62
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2022T1;2,39
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2021T4;2,79
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2021T3;3,97
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2021T2;2,34
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2021T1;2,73
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2020T4;2,57
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2020T3;4,59
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2020T2;2,62
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2020T1;2,6
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2019T4;2,4
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2019T3;4,37
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2019T2;2,48
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2019T1;2,34
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2018T4;2,85
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2018T3;4,58
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2018T2;2,61
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2018T1;2,63
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2017T4;2,73
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2017T3;4,43
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2017T2;2,49
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2017T1;2,37
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2016T4;2,68
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2016T3;4,41
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2016T2;2,43
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2016T1;2,64
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2015T4;2,62
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2015T3;4,65
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2015T2;2,86
15 Navarra, Comunidad Foral de;Duración media de los viajes;Valor absoluto;2015T1;2,32
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2025T3;3.069.850
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2025T2;1.699.185
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2025T1;1.108.798
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2024T4;1.567.208
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2024T3;3.317.368
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2024T2;1.416.298
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2024T1;1.469.609
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2023T4;1.709.641
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2023T3;2.319.209
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2023T2;1.478.630
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2023T1;1.288.340
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2022T4;1.640.929
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2022T3;2.381.433
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2022T2;1.283.257
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2022T1;1.084.216
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2021T4;1.301.376
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2021T3;2.810.191
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2021T2;1.115.713
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2021T1;758.410
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2020T4;1.086.371
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2020T3;3.205.946
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2020T2;560.798
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2020T1;975.502
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2019T4;1.807.649
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2019T3;3.540.381
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2019T2;1.765.122
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2019T1;1.487.723
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2018T4;1.756.796
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2018T3;3.407.369
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2018T2;1.684.647
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2018T1;1.804.260
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2017T4;1.757.003
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2017T3;3.890.287
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2017T2;1.682.684
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2017T1;1.728.551
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2016T4;1.677.991
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2016T3;3.358.561
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2016T2;1.327.010
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2016T1;1.717.379
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2015T4;1.704.353
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2015T3;2.846.008
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2015T2;1.758.387
15 Navarra, Comunidad Foral de;Pernoctaciones;Valor absoluto;2015T1;1.423.090
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2025T3;210.202,62
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2025T2;144.069,70
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2025T1;86.964,38
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2024T4;123.810,72
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2024T3;208.437,07
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2024T2;117.594,79
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2024T1;91.210,10
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2023T4;114.803,77
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2023T3;136.020,97
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2023T2;92.343,27
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2023T1;80.778,10
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2022T4;130.849,46
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2022T3;125.421,85
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2022T2;93.840,15
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2022T1;61.058,06
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2021T4;79.369,81
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2021T3;144.870,60
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2021T2;60.718,68
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2021T1;31.401,36
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2020T4;44.131,86
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2020T3;113.174,02
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2020T2;19.490,69
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2020T1;49.825,97
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2019T4;94.137,17
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2019T3;138.834,94
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2019T2;97.947,44
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2019T1;74.302,26
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2018T4;94.516,38
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2018T3;141.779,70
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2018T2;102.658,53
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2018T1;79.805,57
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2017T4;87.738,70
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2017T3;165.582,46
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2017T2;77.336,32
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2017T1;85.826,32
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2016T4;81.215,43
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2016T3;144.685,52
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2016T2;73.338,07
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2016T1;65.218,46
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2015T4;79.606,62
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2015T3;106.774,86
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2015T2;86.867,66
15 Navarra, Comunidad Foral de;Gasto total;Valor absoluto;2015T1;61.827,00
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2025T3;273,82
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2025T2;259,33
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2025T1;203,02
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2024T4;179,28
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2024T3;269,26
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2024T2;212,96
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2024T1;194,96
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2023T4;171,32
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2023T3;234,31
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2023T2;184,65
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2023T1;169,6
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2022T4;223,45
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2022T3;241,88
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2022T2;191,37
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2022T1;134,66
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2021T4;170,06
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2021T3;204,57
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2021T2;127,09
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2021T1;113,24
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2020T4;104,55
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2020T3;161,87
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2020T2;91,08
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2020T1;132,76
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2019T4;124,78
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2019T3;171,21
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2019T2;137,64
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2019T1;116,73
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2018T4;153,22
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2018T3;190,55
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2018T2;158,9
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2018T1;116,24
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2017T4;136,19
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2017T3;188,74
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2017T2;114,45
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2017T1;117,58
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2016T4;129,8
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2016T3;189,8
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2016T2;134,14
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2016T1;100,11
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2015T4;122,35
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2015T3;174,53
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2015T2;141,42
15 Navarra, Comunidad Foral de;Gasto medio por persona;Valor absoluto;2015T1;100,9
16 País Vasco;Viajes;Valor absoluto;2025T3;1.131.123
16 País Vasco;Viajes;Valor absoluto;2025T2;1.005.496
16 País Vasco;Viajes;Valor absoluto;2025T1;813.258
16 País Vasco;Viajes;Valor absoluto;2024T4;1.071.631
16 País Vasco;Viajes;Valor absoluto;2024T3;1.230.907
16 País Vasco;Viajes;Valor absoluto;2024T2;835.355
16 País Vasco;Viajes;Valor absoluto;2024T1;1.012.927
16 País Vasco;Viajes;Valor absoluto;2023T4;1.148.244
16 País Vasco;Viajes;Valor absoluto;2023T3;1.074.030
16 País Vasco;Viajes;Valor absoluto;2023T2;934.086
16 País Vasco;Viajes;Valor absoluto;2023T1;753.213
16 País Vasco;Viajes;Valor absoluto;2022T4;907.616
16 País Vasco;Viajes;Valor absoluto;2022T3;1.212.337
16 País Vasco;Viajes;Valor absoluto;2022T2;930.271
16 País Vasco;Viajes;Valor absoluto;2022T1;780.688
16 País Vasco;Viajes;Valor absoluto;2021T4;701.448
16 País Vasco;Viajes;Valor absoluto;2021T3;1.198.179
16 País Vasco;Viajes;Valor absoluto;2021T2;830.656
16 País Vasco;Viajes;Valor absoluto;2021T1;403.634
16 País Vasco;Viajes;Valor absoluto;2020T4;502.177
16 País Vasco;Viajes;Valor absoluto;2020T3;993.347
16 País Vasco;Viajes;Valor absoluto;2020T2;334.954
16 País Vasco;Viajes;Valor absoluto;2020T1;859.803
16 País Vasco;Viajes;Valor absoluto;2019T4;1.200.936
16 País Vasco;Viajes;Valor absoluto;2019T3;1.209.772
16 País Vasco;Viajes;Valor absoluto;2019T2;1.230.972
16 País Vasco;Viajes;Valor absoluto;2019T1;1.285.699
16 País Vasco;Viajes;Valor absoluto;2018T4;1.150.313
16 País Vasco;Viajes;Valor absoluto;2018T3;1.288.517
16 País Vasco;Viajes;Valor absoluto;2018T2;1.197.563
16 País Vasco;Viajes;Valor absoluto;2018T1;1.129.657
16 País Vasco;Viajes;Valor absoluto;2017T4;1.164.309
16 País Vasco;Viajes;Valor absoluto;2017T3;1.308.870
16 País Vasco;Viajes;Valor absoluto;2017T2;1.054.224
16 País Vasco;Viajes;Valor absoluto;2017T1;1.123.727
16 País Vasco;Viajes;Valor absoluto;2016T4;1.299.287
16 País Vasco;Viajes;Valor absoluto;2016T3;1.325.461
16 País Vasco;Viajes;Valor absoluto;2016T2;1.132.076
16 País Vasco;Viajes;Valor absoluto;2016T1;1.099.129
16 País Vasco;Viajes;Valor absoluto;2015T4;1.067.451
16 País Vasco;Viajes;Valor absoluto;2015T3;1.228.710
16 País Vasco;Viajes;Valor absoluto;2015T2;1.094.067
16 País Vasco;Viajes;Valor absoluto;2015T1;774.521
16 País Vasco;Duración media de los viajes;Valor absoluto;2025T3;4,73
16 País Vasco;Duración media de los viajes;Valor absoluto;2025T2;3,02
16 País Vasco;Duración media de los viajes;Valor absoluto;2025T1;3,12
16 País Vasco;Duración media de los viajes;Valor absoluto;2024T4;2,78
16 País Vasco;Duración media de los viajes;Valor absoluto;2024T3;5,03
16 País Vasco;Duración media de los viajes;Valor absoluto;2024T2;2,89
16 País Vasco;Duración media de los viajes;Valor absoluto;2024T1;2,97
16 País Vasco;Duración media de los viajes;Valor absoluto;2023T4;2,5
16 País Vasco;Duración media de los viajes;Valor absoluto;2023T3;5,59
16 País Vasco;Duración media de los viajes;Valor absoluto;2023T2;2,99
16 País Vasco;Duración media de los viajes;Valor absoluto;2023T1;3,31
16 País Vasco;Duración media de los viajes;Valor absoluto;2022T4;2,91
16 País Vasco;Duración media de los viajes;Valor absoluto;2022T3;4,59
16 País Vasco;Duración media de los viajes;Valor absoluto;2022T2;3,11
16 País Vasco;Duración media de los viajes;Valor absoluto;2022T1;2,46
16 País Vasco;Duración media de los viajes;Valor absoluto;2021T4;2,95
16 País Vasco;Duración media de los viajes;Valor absoluto;2021T3;6,28
16 País Vasco;Duración media de los viajes;Valor absoluto;2021T2;2,54
16 País Vasco;Duración media de los viajes;Valor absoluto;2021T1;3,91
16 País Vasco;Duración media de los viajes;Valor absoluto;2020T4;3,05
