Destino principal;Concepto turístico;Alojamiento principal: Nivel 1;Alojamiento principal: Nivel 2;Motivo principal;Transporte principal;Forma de organización del viaje;Duración del viaje;Comunidad autónoma de residencia;Periodo;Total
09 Cataluña;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2021;""
09 Cataluña;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2020;""
09 Cataluña;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2019;""
09 Cataluña;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2018;""
09 Cataluña;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2017;""
09 Cataluña;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2016;""
09 Cataluña;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2015;""
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2024;676.967
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2023;954.101
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2022;667.348
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2021;403.809
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2020;379.095
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2019;942.817
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2018;702.267
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2017;638.353
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2016;707.115
09 Cataluña;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2015;564.521
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2024;103.762
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2023;146.706
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2022;196.102
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2021;""
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2020;""
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2019;155.903
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2018;149.005
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2017;""
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2016;""
09 Cataluña;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2015;494.662
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2024;5.487.914
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2023;4.892.291
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2022;4.876.241
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2021;3.918.614
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2020;2.010.477
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2019;6.864.944
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2018;8.457.821
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2017;9.131.928
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2016;5.355.419
09 Cataluña;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2015;2.885.197
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2024;7.003.077
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2023;6.712.500
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2022;6.808.498
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2021;7.069.043
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2020;4.362.035
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2019;7.402.555
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2018;7.172.339
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2017;7.048.009
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2016;7.102.040
09 Cataluña;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2015;7.036.179
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2024;1.124.508
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2023;1.106.210
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2022;1.034.088
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2021;926.482
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2020;808.785
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2019;1.073.448
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2018;983.603
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2017;795.027
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2016;995.651
09 Cataluña;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2015;1.131.754
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2024;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2023;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2022;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2021;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2020;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2019;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2018;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2017;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2016;""
09 Cataluña;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2015;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2024;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2023;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2022;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2021;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2020;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2019;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2018;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2017;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2016;""
09 Cataluña;Viajes;Total;;Desplazamiento al centro de estudios habitual;Total;Total;Total;Total;2015;""
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2024;124.291
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2023;""
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2022;""
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2021;""
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2020;""
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2019;91.087
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2018;""
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2017;77.528
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2016;168.514
09 Cataluña;Viajes;Total;;Otros motivos de educación y formación;Total;Total;Total;Total;2015;185.583
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2024;245.205
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2023;172.968
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2022;180.313
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2021;162.308
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2020;268.864
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2019;254.645
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2018;200.193
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2017;295.655
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2016;294.529
09 Cataluña;Viajes;Total;;Salud;Total;Total;Total;Total;2015;258.149
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2024;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2023;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2022;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2021;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2020;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2019;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2018;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2017;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2016;""
09 Cataluña;Viajes;Total;;Motivos religiosos o peregrinaciones;Total;Total;Total;Total;2015;""
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2024;725.882
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2023;788.170
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2022;748.697
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2021;622.136
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2020;346.763
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2019;589.960
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2018;666.253
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2017;327.343
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2016;451.475
09 Cataluña;Viajes;Total;;Otros;Total;Total;Total;Total;2015;605.942
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2024;1.246.306
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2023;1.380.535
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2022;1.422.722
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2021;685.997
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2020;706.688
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2019;1.233.768
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2018;1.052.944
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2017;1.100.747
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2016;1.030.551
10 Comunitat Valenciana;Viajes;Total;;Negocios y otros motivos profesionales;Total;Total;Total;Total;2015;1.094.687
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2024;112.456
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2023;""
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2022;""
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2021;""
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2020;""
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2019;90.640
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2018;137.286
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2017;102.803
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2016;""
10 Comunitat Valenciana;Viajes;Total;;Congresos, ferias y convenciones;Total;Total;Total;Total;2015;71.256
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2024;642.694
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2023;898.966
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2022;1.008.284
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2021;368.067
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2020;516.452
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2019;572.859
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2018;479.293
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2017;625.762
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2016;426.092
10 Comunitat Valenciana;Viajes;Total;;Desplazamiento al centro de trabajo;Total;Total;Total;Total;2015;686.542
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2024;491.156
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2023;400.691
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2022;315.173
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2021;264.051
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2020;170.648
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2019;570.269
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2018;436.366
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2017;372.183
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2016;542.483
10 Comunitat Valenciana;Viajes;Total;;Otros motivos profesionales;Total;Total;Total;Total;2015;336.889
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2024;16.695.944
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2023;17.097.199
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2022;16.509.287
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2021;16.016.036
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2020;10.899.514
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2019;18.545.848
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2018;18.403.677
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2017;17.439.543
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2016;16.154.156
10 Comunitat Valenciana;Viajes;Total;;Motivos personales;Total;Total;Total;Total;2015;15.169.451
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2024;10.809.837
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2023;10.579.519
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2022;10.403.148
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2021;9.801.273
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2020;6.385.804
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2019;11.098.838
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2018;11.635.861
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2017;10.979.511
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2016;9.382.050
10 Comunitat Valenciana;Viajes;Total;;Ocio, recreo y vacaciones;Total;Total;Total;Total;2015;9.339.657
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2024;5.380.265
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2023;4.958.441
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2022;5.579.182
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2021;5.595.856
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2020;3.299.739
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2019;5.825.846
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2018;5.388.635
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2017;4.870.890
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2016;5.045.456
10 Comunitat Valenciana;Viajes;Total;;Turismo de sol y playa;Total;Total;Total;Total;2015;5.388.425
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2024;453.624
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2023;606.360
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2022;663.691
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2021;690.104
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2020;284.633
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2019;534.423
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2018;554.070
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2017;488.489
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2016;476.768
10 Comunitat Valenciana;Viajes;Total;;Turismo de naturaleza;Total;Total;Total;Total;2015;668.595
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2024;817.439
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2023;914.771
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2022;626.736
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2021;406.189
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2020;247.787
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2019;518.832
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2018;482.771
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2017;424.389
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2016;598.304
10 Comunitat Valenciana;Viajes;Total;;Turismo cultural;Total;Total;Total;Total;2015;477.557
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2024;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2023;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2022;130.735
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2021;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2020;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2019;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2018;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2017;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2016;""
10 Comunitat Valenciana;Viajes;Total;;Turismo gastronómico;Total;Total;Total;Total;2015;""
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2024;253.846
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2023;366.806
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2022;222.639
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2021;147.649
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2020;103.991
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2019;307.261
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2018;239.788
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2017;244.132
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2016;297.878
10 Comunitat Valenciana;Viajes;Total;;Turismo deportivo;Total;Total;Total;Total;2015;185.246
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2024;""
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2023;137.930
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2022;""
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2021;""
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2020;""
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2019;71.495
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2018;87.993
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2017;""
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2016;103.793
10 Comunitat Valenciana;Viajes;Total;;Turismo termal y de bienestar;Total;Total;Total;Total;2015;308.603
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2024;3.792.514
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2023;3.535.261
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2022;3.101.488
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2021;2.825.462
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2020;2.343.608
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2019;3.793.882
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2018;4.841.094
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2017;4.843.273
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2016;2.850.888
10 Comunitat Valenciana;Viajes;Total;;Otro tipo de turismo de ocio;Total;Total;Total;Total;2015;2.280.609
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2024;5.005.957
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2023;5.816.126
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2022;4.892.759
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2021;5.242.616
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2020;3.833.109
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2019;6.407.613
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2018;6.054.207
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2017;5.654.726
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2016;5.490.897
10 Comunitat Valenciana;Viajes;Total;;Visitas a familiares o amigos;Total;Total;Total;Total;2015;4.804.857
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2024;880.150
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2023;701.554
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2022;1.213.380
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2021;972.147
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2020;680.601
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2019;1.039.397
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2018;713.608
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2017;805.306
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2016;1.281.209
10 Comunitat Valenciana;Viajes;Total;;Otros motivos;Total;Total;Total;Total;2015;1.024.938
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2024;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2023;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2022;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2021;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2020;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2019;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2018;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2017;""
10 Comunitat Valenciana;Viajes;Total;;Turismo de compras;Total;Total;Total;Total;2016;""
